record_id,product_key,model_code,category,brand_tier,site,collected_at,condition,views,title_len,price
R01324,P01260,MC-7758-1260,ファッション,2,site_B,2026-01-02,ほぼ新品,58,111,6214
R01325,P00376,MC-1862-0376,スポーツ,2,site_A,2025-11-12,傷や汚れあり,128,125,15992
R01326,P00736,MC-5894-0736,本・音楽,1,site_C,2026-01-25,ほぼ新品,239,108,3860
R01328,P01247,MC-7332-1247,スポーツ,1,site_A,2026-01-12,ほぼ新品,195,128,10915
R01329,P01824,MC-6249-1824,本・音楽,0,site_D,2026-01-18,傷や汚れあり,38,109,2350
R01330,P01397,MC-5634-1397,ファッション,0,site_C,2026-02-27,全体的に状態が悪い,159,109,3864
R01331,P00617,MC-2720-0617,家電,0,site_C,2026-01-06,全体的に状態が悪い,277,61,9823
R01332,P01568,MC-1249-1568,ファッション,0,site_E,2025-11-17,ほぼ新品,73,86,2353
R01333,P02051,MC-9913-2051,ファッション,0,site_B,2025-12-31,傷や汚れあり,247,105,7105
R01335,P01421,MC-6053-1421,本・音楽,0,site_C,2026-01-02,傷や汚れあり,171,100,739
R01336,P00315,MC-9001-0315,ファッション,2,site_D,2026-02-04,傷や汚れあり,50,40,14223
R01337,P01231,MC-1793-1231,ファッション,0,site_D,2026-01-18,全体的に状態が悪い,159,66,4397
R01339,P00385,MC-1254-0385,ホビー,2,site_D,2025-12-28,傷や汚れあり,156,100,5686
R01340,P01024,MC-9776-1024,ファッション,0,site_E,2025-12-30,ほぼ新品,159,35,2534
R01341,P00750,MC-8355-0750,スポーツ,1,site_A,2025-11-24,傷や汚れあり,69,114,6790
R01343,P00097,MC-6905-0097,ファッション,0,site_C,2025-11-10,新品,462,30,9036
R01344,P01319,MC-5619-1319,家電,1,site_A,2026-02-17,ほぼ新品,178,93,58809
R01345,P00397,MC-3589-0397,本・音楽,1,site_C,2026-01-30,傷や汚れあり,223,79,1419
R01346,P01802,MC-7620-1802,家電,0,site_B,2026-02-01,傷や汚れあり,269,67,30081
R01347,P00471,MC-9549-0471,ファッション,0,site_B,2025-12-16,傷や汚れあり,124,69,7101
R01348,P01711,MC-9329-1711,家電,0,site_A,2025-11-12,ほぼ新品,178,78,62169
R01349,P01005,MC-1569-1005,スポーツ,2,site_C,2026-02-08,傷や汚れあり,122,69,24708
R01351,P01275,MC-3273-1275,本・音楽,1,site_E,2025-10-12,全体的に状態が悪い,16,27,1696
R01352,P00890,MC-5197-0890,家電,2,site_B,2025-10-16,新品,279,62,137166
R01353,P00801,MC-4435-0801,家電,1,site_C,2025-10-28,ほぼ新品,238,30,42818
R01354,P00360,MC-2415-0360,ファッション,1,site_E,2026-01-12,ほぼ新品,346,85,16240
R01355,P01529,MC-7478-1529,ホビー,1,site_C,2026-02-11,ほぼ新品,419,40,8650
R01356,P01885,MC-8474-1885,ホビー,1,site_E,2026-01-09,新品,49,88,21484
R01357,P01859,MC-2995-1859,本・音楽,1,site_A,2026-01-20,新品,384,39,1765
R01358,P00205,MC-3920-0205,ホビー,1,site_A,2025-12-28,傷や汚れあり,201,46,5875
R01359,P01782,MC-1678-1782,ホビー,2,site_A,2025-10-03,傷や汚れあり,168,120,4862
R01360,P00171,MC-2448-0171,ファッション,0,site_D,2026-02-15,傷や汚れあり,217,54,2641
R01362,P00960,MC-9087-0960,本・音楽,1,site_A,2025-11-14,傷や汚れあり,174,124,1363
R01364,P01375,MC-4159-1375,本・音楽,0,site_C,2025-10-18,全体的に状態が悪い,100,18,1305
R01365,P01970,MC-8922-1970,本・音楽,2,site_A,2025-11-14,傷や汚れあり,68,21,2314
R01366,P01292,MC-2425-1292,家電,0,site_E,2026-02-21,傷や汚れあり,104,28,20312
R01367,P01984,MC-7322-1984,ファッション,0,site_B,2025-11-27,新品,53,92,11331
R01369,P01325,MC-2546-1325,スポーツ,0,site_C,2025-11-17,ほぼ新品,65,104,17588
R01370,P00548,MC-4005-0548,ホビー,1,site_A,2025-12-26,ほぼ新品,169,47,10752
R01371,P01611,MC-2817-1611,スポーツ,0,site_A,2025-11-11,傷や汚れあり,201,56,3806
R01372,P01190,MC-5479-1190,ファッション,1,site_D,2025-10-16,ほぼ新品,168,22,4794
R01373,P01671,MC-9636-1671,ファッション,2,site_C,2025-11-13,全体的に状態が悪い,205,15,5967
R01374,P00219,MC-3234-0219,ホビー,0,site_E,2025-11-13,ほぼ新品,63,118,29297
R01376,P00115,MC-8404-0115,スポーツ,0,site_A,2025-10-09,ほぼ新品,217,82,8782
R01377,P02078,MC-7689-2078,ファッション,0,site_D,2025-12-05,新品,24,67,4630
R01378,P01648,MC-6393-1648,本・音楽,0,site_E,2026-02-05,ほぼ新品,73,73,6092
R01379,P01906,MC-9081-1906,ホビー,2,site_E,2026-02-17,ほぼ新品,60,77,14141
R01380,P01963,MC-4610-1963,ファッション,2,site_D,2025-10-31,傷や汚れあり,84,114,10068
R01381,P00405,MC-6433-0405,ホビー,0,site_B,2026-02-28,傷や汚れあり,232,87,8347
R01382,P02156,MC-3449-2156,本・音楽,1,site_A,2025-12-08,傷や汚れあり,84,91,1085
R01383,P01547,MC-6884-1547,ファッション,1,site_E,2026-01-10,傷や汚れあり,35,104,5862
R01384,P00951,MC-3078-0951,本・音楽,1,site_C,2025-12-13,傷や汚れあり,246,64,7093
R01385,P01172,MC-2853-1172,家電,1,site_E,2025-12-22,全体的に状態が悪い,205,34,22155
R01386,P01918,MC-7353-1918,ファッション,0,site_B,2025-10-10,新品,223,92,14693
R01387,P00018,MC-5821-0018,本・音楽,0,site_D,2025-10-08,新品,195,128,2342
R01388,P01991,MC-8326-1991,本・音楽,1,site_A,2025-12-21,ほぼ新品,49,121,1250
R01389,P00295,MC-6257-0295,ファッション,1,site_B,2026-01-20,新品,46,51,11926
R01390,P02054,MC-4669-2054,スポーツ,0,site_A,2025-10-13,全体的に状態が悪い,140,45,12502
R01391,P01774,MC-6060-1774,ホビー,1,site_D,2026-02-24,全体的に状態が悪い,58,80,4016
R01392,P01106,MC-8773-1106,ファッション,0,site_C,2025-11-06,ほぼ新品,185,53,2257
R01393,P00966,MC-9151-0966,ファッション,0,site_C,2025-12-20,ほぼ新品,146,77,4158
R01394,P01077,MC-1449-1077,家電,2,site_B,2025-10-23,傷や汚れあり,111,15,32294
R01395,P01289,MC-9305-1289,家電,1,site_D,2025-12-19,ほぼ新品,67,127,56842
R01396,P00979,MC-8665-0979,ホビー,0,site_D,2026-02-19,全体的に状態が悪い,83,87,1334
R01397,P02163,MC-5859-2163,スポーツ,0,site_B,2025-12-21,傷や汚れあり,168,24,2396
R01398,P01791,MC-4463-1791,本・音楽,1,site_D,2026-02-20,傷や汚れあり,98,64,1169
R01399,P00055,MC-9226-0055,スポーツ,1,site_A,2025-11-05,ほぼ新品,148,49,22345
R01400,P00169,MC-7810-0169,本・音楽,0,site_B,2026-02-20,傷や汚れあり,130,121,1584
R01401,P00238,MC-7468-0238,家電,0,site_D,2026-02-13,ほぼ新品,288,97,14144
R01402,P01659,MC-2135-1659,家電,2,site_D,2025-12-21,傷や汚れあり,22,101,41475
R01405,P01846,MC-9787-1846,スポーツ,1,site_E,2026-01-20,全体的に状態が悪い,237,110,8515
R01406,P01853,MC-6795-1853,スポーツ,2,site_E,2025-12-15,新品,20,46,15703
R01407,P00648,MC-4523-0648,ファッション,2,site_D,2025-10-15,傷や汚れあり,176,83,14989
R01408,P00946,MC-3777-0946,スポーツ,0,site_B,2025-11-22,ほぼ新品,17,100,6131
R01409,P00572,MC-9468-0572,ホビー,0,site_E,2025-12-14,ほぼ新品,54,129,3885
R01410,P01186,MC-2385-1186,スポーツ,0,site_E,2025-12-13,新品,94,50,15044
R01411,P01704,MC-7133-1704,本・音楽,1,site_E,2025-12-25,全体的に状態が悪い,223,108,593
R01412,P00389,MC-5900-0389,スポーツ,1,site_E,2026-02-11,新品,215,76,5048
R01414,P01863,MC-9012-1863,家電,1,site_A,2026-02-08,新品,300,104,89521
R01416,P00690,MC-2035-0690,家電,2,site_D,2026-01-10,傷や汚れあり,123,115,31649
R01417,P01487,MC-3575-1487,ファッション,0,site_B,2025-12-01,ほぼ新品,51,121,6907
R01418,P02106,MC-1608-2106,本・音楽,0,site_E,2025-10-18,ほぼ新品,132,29,1060
R01419,P00077,MC-3884-0077,スポーツ,0,site_A,2026-02-05,新品,337,112,12656
R01421,P00485,MC-5531-0485,家電,2,site_D,2025-10-29,ほぼ新品,76,51,66579
R01423,P02010,MC-5487-2010,家電,0,site_A,2026-02-04,傷や汚れあり,24,36,20259
R01424,P02199,MC-7096-2199,ホビー,0,site_B,2025-11-19,新品,161,42,8146
R01425,P01286,MC-6346-1286,ホビー,0,site_D,2025-12-05,ほぼ新品,39,39,7633
R01426,P01343,MC-2334-1343,家電,0,site_C,2025-11-20,ほぼ新品,230,107,36611
R01427,P02102,MC-5451-2102,本・音楽,1,site_A,2025-11-11,新品,166,104,773
R01428,P00428,MC-3723-0428,家電,2,site_C,2025-11-03,ほぼ新品,296,103,57551
R01429,P00931,MC-3459-0931,ファッション,0,site_A,2025-12-14,新品,143,92,8509
R01430,P01480,MC-5309-1480,家電,2,site_C,2026-02-15,傷や汚れあり,132,110,26070
R01431,P02191,MC-7110-2191,スポーツ,0,site_D,2026-01-22,傷や汚れあり,93,114,1278
R01432,P01223,MC-8767-1223,家電,1,site_E,2026-01-18,傷や汚れあり,151,127,16737
R01433,P01921,MC-1344-1921,ファッション,0,site_E,2025-12-07,全体的に状態が悪い,115,61,3724
R01434,P01391,MC-1070-1391,ホビー,0,site_C,2026-02-16,ほぼ新品,120,117,18819
R01435,P01892,MC-2038-1892,スポーツ,0,site_B,2025-10-19,新品,168,83,16357
R01436,P00106,MC-4651-0106,ホビー,0,site_A,2026-02-10,ほぼ新品,79,79,4204
R01437,P01863,MC-9012-1863,家電,1,site_B,2026-02-05,ほぼ新品,119,129,36501
R01438,P00840,MC-6877-0840,スポーツ,0,site_C,2026-02-24,ほぼ新品,171,31,5510
R01440,P01826,MC-5936-1826,ファッション,1,site_B,2026-01-08,傷や汚れあり,77,79,4995
R01441,P01886,MC-3699-1886,ファッション,1,site_B,2026-01-09,ほぼ新品,144,124,5291
R01442,P00539,MC-9001-0539,家電,2,site_D,2026-02-23,傷や汚れあり,98,127,26143
R01443,P00427,MC-5047-0427,本・音楽,0,site_B,2025-11-04,全体的に状態が悪い,274,51,2807
R01444,P00996,MC-9805-0996,スポーツ,0,site_A,2025-11-20,全体的に状態が悪い,299,84,7108
R01445,P00076,MC-6741-0076,スポーツ,1,site_D,2026-02-28,傷や汚れあり,43,60,3929
R01446,P00822,MC-3919-0822,ホビー,0,site_B,2025-11-29,新品,238,79,4488
R01447,P00911,MC-5169-0911,スポーツ,2,site_B,2026-01-17,傷や汚れあり,284,60,25516
R01448,P01113,MC-9227-1113,ホビー,0,site_C,2025-10-15,傷や汚れあり,194,73,3591
R01449,P00878,MC-7178-0878,家電,2,site_C,2026-02-04,ほぼ新品,325,71,68129
R01450,P01717,MC-6167-1717,家電,0,site_A,2026-01-05,新品,212,47,41342
R01451,P01083,MC-2613-1083,スポーツ,0,site_E,2026-02-07,新品,24,108,8149
R01452,P00058,MC-3878-0058,本・音楽,1,site_B,2026-01-05,傷や汚れあり,217,69,1378
R01453,P00312,MC-5139-0312,ファッション,0,site_E,2025-11-01,新品,258,111,11263
R01454,P01329,MC-2097-1329,スポーツ,0,site_B,2026-02-22,ほぼ新品,167,47,6139
R01455,P01569,MC-8026-1569,家電,1,site_C,2025-12-23,傷や汚れあり,265,116,18947
R01456,P00685,MC-8533-0685,ファッション,0,site_D,2026-01-23,ほぼ新品,86,87,1620
R01457,P00384,MC-6779-0384,ファッション,0,site_C,2025-12-20,傷や汚れあり,288,100,4377
R01458,P00324,MC-1105-0324,ホビー,2,site_B,2025-10-09,傷や汚れあり,295,77,10802
R01459,P00517,MC-7313-0517,ホビー,1,site_E,2025-11-06,ほぼ新品,107,81,8767
R01460,P00310,MC-4081-0310,ファッション,2,site_B,2025-11-14,傷や汚れあり,354,19,14236
R01461,P01646,MC-4770-1646,本・音楽,2,site_B,2026-02-06,傷や汚れあり,198,36,1798
R01462,P00541,MC-1199-0541,スポーツ,0,site_C,2026-02-09,ほぼ新品,153,17,7291
R01463,P02164,MC-7551-2164,スポーツ,0,site_E,2025-10-13,傷や汚れあり,86,99,5028
R01464,P01311,MC-1183-1311,ファッション,0,site_D,2026-01-31,傷や汚れあり,30,24,3338
R01465,P01938,MC-6110-1938,家電,0,site_A,2026-02-26,ほぼ新品,128,87,11646
R01466,P01242,MC-4889-1242,ホビー,1,site_B,2025-11-10,ほぼ新品,25,45,9465
R01467,P02121,MC-9098-2121,ホビー,1,site_C,2025-10-08,新品,64,16,19552
R01468,P00579,MC-6576-0579,ファッション,0,site_B,2026-01-14,ほぼ新品,87,70,6464
R01469,P02100,MC-5737-2100,スポーツ,2,site_A,2025-10-29,新品,104,107,20855
R01470,P00529,MC-6002-0529,本・音楽,0,site_A,2026-01-06,ほぼ新品,144,90,1560
R01472,P00341,MC-9798-0341,ホビー,0,site_B,2025-12-17,傷や汚れあり,86,80,3791
R01473,P00696,MC-7441-0696,ファッション,0,site_E,2026-02-08,傷や汚れあり,336,16,1817
R01474,P02128,MC-5530-2128,ファッション,2,site_C,2025-12-23,ほぼ新品,101,68,12373
R01475,P01001,MC-6528-1001,スポーツ,2,site_E,2026-01-03,新品,210,99,36922
R01476,P00743,MC-7837-0743,スポーツ,0,site_E,2026-02-21,ほぼ新品,344,21,9437
R01477,P00753,MC-9483-0753,ファッション,0,site_C,2025-12-18,ほぼ新品,348,106,15305
R01478,P01571,MC-2363-1571,ホビー,1,site_C,2025-11-01,ほぼ新品,171,30,9847
R01479,P01584,MC-7964-1584,家電,2,site_D,2025-11-17,ほぼ新品,74,89,43678
R01480,P00817,MC-5215-0817,家電,2,site_B,2025-11-23,ほぼ新品,104,62,127184
R01481,P00380,MC-4336-0380,ファッション,1,site_A,2026-02-01,ほぼ新品,762,102,23729
R01482,P00463,MC-6485-0463,本・音楽,0,site_E,2026-01-18,ほぼ新品,95,70,848
R01483,P00267,MC-9281-0267,ファッション,1,site_E,2025-10-13,ほぼ新品,39,64,5315
R01484,P02014,MC-3522-2014,ホビー,1,site_B,2026-01-02,ほぼ新品,108,57,8482
R01485,P00707,MC-8733-0707,家電,0,site_E,2025-11-30,新品,400,105,34660
R01486,P00395,MC-1177-0395,ファッション,2,site_B,2026-01-29,全体的に状態が悪い,256,124,8138
R01487,P00043,MC-3202-0043,本・音楽,1,site_A,2026-02-13,新品,250,114,1731
R01488,P00527,MC-9699-0527,本・音楽,1,site_B,2025-10-19,傷や汚れあり,64,41,1086
R01489,P01488,MC-1592-1488,家電,2,site_D,2026-02-27,新品,430,34,297559
R01490,P00807,MC-8908-0807,家電,0,site_E,2026-01-25,ほぼ新品,54,18,20636
R01492,P01492,MC-3598-1492,ファッション,0,site_A,2025-10-25,傷や汚れあり,239,27,6101
R01493,P02173,MC-3347-2173,スポーツ,1,site_B,2026-01-28,傷や汚れあり,84,68,7907
R01494,P01349,MC-2355-1349,ホビー,1,site_B,2025-12-14,傷や汚れあり,493,127,3486
R01495,P00309,MC-8672-0309,スポーツ,2,site_A,2026-02-08,全体的に状態が悪い,449,47,12074
R01497,P01515,MC-4333-1515,ファッション,0,site_C,2025-10-13,傷や汚れあり,208,82,8028
R01498,P01215,MC-3369-1215,スポーツ,2,site_E,2025-12-08,傷や汚れあり,80,96,15780
R01499,P01831,MC-4913-1831,スポーツ,0,site_A,2025-10-05,新品,265,126,18939
R01500,P00926,MC-3927-0926,スポーツ,2,site_C,2025-10-19,ほぼ新品,347,32,26713
R01501,P00478,MC-5712-0478,スポーツ,0,site_C,2025-12-20,全体的に状態が悪い,97,98,1412
R01502,P02064,MC-4755-2064,家電,0,site_A,2025-12-13,傷や汚れあり,198,60,10770
R01503,P02048,MC-2539-2048,ファッション,0,site_B,2026-01-26,全体的に状態が悪い,124,107,5995
R01504,P00120,MC-4146-0120,ホビー,0,site_B,2025-11-30,ほぼ新品,88,94,10685
R01505,P00592,MC-2360-0592,本・音楽,0,site_D,2025-10-09,ほぼ新品,92,49,2448
R01506,P01690,MC-8041-1690,本・音楽,1,site_B,2025-11-28,全体的に状態が悪い,237,89,2583
R01507,P01879,MC-1565-1879,ファッション,0,site_E,2025-11-10,ほぼ新品,151,90,5261
R01508,P00887,MC-8118-0887,本・音楽,2,site_D,2026-02-19,傷や汚れあり,165,46,665
R01509,P00425,MC-3149-0425,スポーツ,1,site_D,2025-10-24,傷や汚れあり,153,28,23299
R01511,P01850,MC-4064-1850,ファッション,0,site_B,2025-12-13,ほぼ新品,222,115,10933
R01512,P01111,MC-4877-1111,ファッション,2,site_C,2025-11-24,新品,157,113,32405
R01513,P00637,MC-1102-0637,ホビー,1,site_B,2025-12-20,傷や汚れあり,315,94,4717
R01514,P01293,MC-1052-1293,ホビー,1,site_A,2026-02-23,新品,87,22,7402
R01517,P02172,MC-4133-2172,ファッション,0,site_D,2026-01-31,傷や汚れあり,405,74,2708
R01518,P00378,MC-7753-0378,ホビー,2,site_C,2025-10-04,傷や汚れあり,219,18,16176
R01521,P00499,MC-7113-0499,家電,1,site_A,2026-02-14,全体的に状態が悪い,137,100,23802
R01522,P02073,MC-8524-2073,ホビー,1,site_D,2025-12-31,傷や汚れあり,212,26,7366
R01523,P00435,MC-5772-0435,スポーツ,2,site_E,2026-01-11,全体的に状態が悪い,78,54,6898
R01524,P00192,MC-6444-0192,本・音楽,2,site_A,2025-12-14,ほぼ新品,101,77,2439
R01525,P02128,MC-5530-2128,ファッション,2,site_A,2025-12-27,新品,208,15,22918
R01526,P00148,MC-4750-0148,ホビー,1,site_C,2025-11-25,ほぼ新品,196,79,10192
R01527,P00284,MC-4372-0284,本・音楽,0,site_B,2025-12-15,ほぼ新品,15,55,1855
R01528,P01932,MC-8316-1932,家電,1,site_A,2026-01-06,傷や汚れあり,51,128,20122
R01531,P00098,MC-1110-0098,ホビー,2,site_E,2026-02-06,全体的に状態が悪い,277,45,5192
R01532,P00148,MC-4750-0148,ホビー,1,site_B,2025-11-27,ほぼ新品,26,118,8745
R01533,P01604,MC-8811-1604,家電,1,site_D,2026-01-09,ほぼ新品,148,79,51444
R01534,P00916,MC-1522-0916,スポーツ,1,site_B,2026-01-31,ほぼ新品,378,106,16889
R01535,P01978,MC-1386-1978,ファッション,0,site_D,2025-11-29,新品,288,78,8708
R01536,P01591,MC-1121-1591,ファッション,0,site_B,2025-11-25,全体的に状態が悪い,170,94,3434
R01537,P02130,MC-8481-2130,本・音楽,0,site_B,2025-11-02,全体的に状態が悪い,94,84,1557
R01538,P00621,MC-2250-0621,本・音楽,0,site_C,2025-11-04,傷や汚れあり,146,49,1065
R01539,P02045,MC-6468-2045,家電,1,site_D,2025-12-16,ほぼ新品,102,111,127313
R01540,P01386,MC-9074-1386,スポーツ,1,site_D,2025-12-21,新品,220,32,28084
R01542,P01081,MC-5503-1081,家電,0,site_E,2025-12-31,全体的に状態が悪い,182,116,4125
R01543,P00633,MC-8589-0633,スポーツ,0,site_B,2025-11-02,ほぼ新品,159,118,12136
R01544,P02116,MC-3248-2116,家電,2,site_B,2025-12-20,ほぼ新品,147,120,187431
R01546,P01528,MC-8671-1528,ファッション,0,site_E,2025-11-05,全体的に状態が悪い,57,92,3706
R01547,P01344,MC-3983-1344,スポーツ,2,site_C,2025-11-06,ほぼ新品,244,60,24508
R01548,P00892,MC-5484-0892,ホビー,1,site_A,2025-12-27,ほぼ新品,28,123,31719
R01549,P01689,MC-9395-1689,家電,0,site_D,2025-11-27,新品,284,123,59830
R01550,P00176,MC-2449-0176,本・音楽,0,site_D,2025-11-06,傷や汚れあり,219,44,1716
R01551,P00968,MC-2909-0968,家電,2,site_E,2026-01-11,新品,473,108,232130
R01552,P00062,MC-1633-0062,ホビー,1,site_C,2025-10-08,傷や汚れあり,406,119,2801
R01554,P01688,MC-1107-1688,ファッション,0,site_D,2026-02-03,新品,42,66,1696
R01555,P01855,MC-4970-1855,スポーツ,0,site_A,2025-12-18,ほぼ新品,131,65,13167
R01556,P00467,MC-5823-0467,ファッション,1,site_D,2026-01-23,ほぼ新品,171,83,14144
R01557,P01913,MC-1356-1913,スポーツ,1,site_A,2025-12-08,全体的に状態が悪い,32,103,12422
R01558,P00047,MC-3733-0047,ホビー,2,site_B,2026-01-16,全体的に状態が悪い,270,39,10581
R01559,P01111,MC-4877-1111,ファッション,2,site_D,2025-11-25,新品,74,72,38472
R01560,P00702,MC-8206-0702,本・音楽,1,site_D,2025-11-02,傷や汚れあり,101,74,821
R01561,P01358,MC-3282-1358,ファッション,0,site_D,2025-10-24,新品,81,106,6578
R01562,P00686,MC-3617-0686,ホビー,1,site_B,2025-11-26,全体的に状態が悪い,42,86,6999
R01564,P00430,MC-8374-0430,スポーツ,1,site_B,2025-10-19,全体的に状態が悪い,51,55,5646
R01565,P01215,MC-3369-1215,スポーツ,2,site_B,2025-12-09,新品,28,121,33949
R01566,P01025,MC-5199-1025,家電,0,site_B,2026-02-27,全体的に状態が悪い,64,110,3348
R01567,P02038,MC-2015-2038,本・音楽,1,site_D,2025-10-30,新品,87,98,1276
R01568,P00035,MC-4263-0035,ホビー,1,site_E,2026-01-24,ほぼ新品,148,23,11586
R01569,P01793,MC-2029-1793,家電,1,site_A,2025-12-02,ほぼ新品,42,16,48054
R01570,P01371,MC-2696-1371,ファッション,1,site_D,2026-02-21,新品,233,49,8206
R01571,P01109,MC-2792-1109,本・音楽,0,site_E,2026-01-03,ほぼ新品,142,43,1305
R01572,P01945,MC-6625-1945,スポーツ,1,site_C,2026-01-12,新品,263,113,5951
R01573,P01037,MC-5427-1037,スポーツ,0,site_E,2026-01-09,傷や汚れあり,281,87,8864
R01574,P00995,MC-9351-0995,ファッション,1,site_C,2026-02-15,新品,189,84,6820
R01576,P00634,MC-3179-0634,スポーツ,2,site_B,2025-10-16,傷や汚れあり,259,63,16521
R01577,P00511,MC-7131-0511,ファッション,2,site_C,2026-01-13,ほぼ新品,60,59,7308
R01578,P01807,MC-5330-1807,スポーツ,1,site_B,2025-11-04,傷や汚れあり,184,69,16180
R01579,P01694,MC-3079-1694,ホビー,1,site_C,2025-11-01,傷や汚れあり,306,90,6415
R01580,P00753,MC-9483-0753,ファッション,0,site_E,2025-12-19,傷や汚れあり,225,110,9489
R01581,P00580,MC-2474-0580,ファッション,1,site_C,2025-11-19,全体的に状態が悪い,109,112,1844
R01582,P00196,MC-3763-0196,本・音楽,0,site_A,2025-11-08,ほぼ新品,155,78,3520
R01583,P01678,MC-5271-1678,ファッション,1,site_E,2026-02-10,傷や汚れあり,234,85,11193
R01584,P01773,MC-3939-1773,スポーツ,0,site_B,2025-12-22,全体的に状態が悪い,140,108,4987
R01587,P00383,MC-5641-0383,ファッション,0,site_E,2026-01-02,ほぼ新品,120,127,3315
R01589,P01414,MC-9438-1414,ホビー,2,site_B,2025-12-07,ほぼ新品,373,101,18638
R01591,P00250,MC-4223-0250,スポーツ,0,site_B,2026-01-30,全体的に状態が悪い,103,34,4147
R01592,P02068,MC-4794-2068,ファッション,1,site_D,2025-11-18,傷や汚れあり,43,57,10722
R01593,P01615,MC-3022-1615,スポーツ,0,site_E,2025-12-06,新品,80,120,5153
R01594,P00293,MC-7795-0293,スポーツ,0,site_B,2026-01-06,ほぼ新品,195,38,8484
R01595,P01363,MC-5012-1363,家電,0,site_A,2026-02-15,傷や汚れあり,200,40,56384
R01596,P00820,MC-6467-0820,スポーツ,0,site_B,2025-12-04,ほぼ新品,23,41,9754
R01598,P01724,MC-6338-1724,本・音楽,0,site_B,2026-02-02,新品,137,80,770
R01599,P01660,MC-8934-1660,ホビー,0,site_D,2025-11-30,傷や汚れあり,119,28,4410
R01600,P00581,MC-3666-0581,スポーツ,0,site_E,2025-12-17,ほぼ新品,324,105,26428
R01601,P00153,MC-8024-0153,家電,2,site_E,2025-12-09,全体的に状態が悪い,134,127,28984
R01602,P00440,MC-7957-0440,ファッション,1,site_B,2026-02-04,ほぼ新品,201,103,14809
R01603,P00369,MC-3652-0369,本・音楽,0,site_B,2026-01-04,傷や汚れあり,159,126,3152
R01604,P00947,MC-1435-0947,本・音楽,0,site_C,2025-11-25,ほぼ新品,62,42,1816
R01605,P01221,MC-9101-1221,ファッション,0,site_B,2025-11-25,ほぼ新品,100,87,5494
R01606,P01951,MC-1893-1951,ファッション,0,site_A,2026-01-28,ほぼ新品,123,94,8326
R01607,P01687,MC-6607-1687,スポーツ,1,site_B,2026-02-10,ほぼ新品,117,122,9347
R01610,P01694,MC-3079-1694,ホビー,1,site_D,2025-10-29,ほぼ新品,63,16,8747
R01611,P00045,MC-7486-0045,家電,1,site_E,2025-10-08,ほぼ新品,172,58,120023
R01612,P00648,MC-4523-0648,ファッション,2,site_B,2025-10-12,傷や汚れあり,117,31,17518
R01613,P00593,MC-5053-0593,ホビー,1,site_D,2026-01-21,傷や汚れあり,183,76,3382
R01614,P01282,MC-5498-1282,スポーツ,2,site_D,2025-12-27,ほぼ新品,179,20,18279
R01615,P01650,MC-5226-1650,本・音楽,1,site_B,2026-02-16,新品,227,107,2445
R01616,P00182,MC-6029-0182,家電,1,site_D,2026-01-12,ほぼ新品,106,76,10035
R01617,P00126,MC-8264-0126,ファッション,1,site_C,2025-11-29,ほぼ新品,378,127,4136
R01618,P00105,MC-3106-0105,ファッション,0,site_A,2025-11-07,ほぼ新品,63,57,3130
R01619,P01122,MC-3898-1122,ホビー,1,site_C,2025-10-08,ほぼ新品,177,58,8598
R01620,P01892,MC-2038-1892,スポーツ,0,site_A,2025-10-16,ほぼ新品,368,46,17602
R01621,P00121,MC-5279-0121,家電,1,site_B,2025-12-12,全体的に状態が悪い,39,101,12320
R01622,P02074,MC-7193-2074,家電,0,site_A,2025-11-06,傷や汚れあり,382,98,13838
R01623,P00513,MC-9216-0513,ファッション,1,site_B,2025-10-10,新品,41,82,5827
R01624,P01602,MC-8898-1602,ファッション,1,site_D,2025-11-12,新品,179,32,6061
R01625,P00485,MC-5531-0485,家電,2,site_A,2025-10-30,ほぼ新品,392,57,136431
R01626,P01733,MC-4772-1733,ファッション,0,site_D,2025-10-06,ほぼ新品,345,101,7082
R01627,P01552,MC-7520-1552,ファッション,1,site_B,2025-12-17,傷や汚れあり,102,47,3291
R01629,P01049,MC-1981-1049,ホビー,0,site_B,2025-10-30,ほぼ新品,16,77,6783
R01632,P01120,MC-6800-1120,家電,0,site_A,2026-02-02,新品,185,78,54022
R01633,P00227,MC-3653-0227,スポーツ,1,site_C,2025-12-02,ほぼ新品,70,126,6736
R01635,P01776,MC-2275-1776,本・音楽,2,site_B,2025-10-25,ほぼ新品,175,98,1338
R01636,P01049,MC-1981-1049,ホビー,0,site_A,2025-10-25,傷や汚れあり,15,29,3340
R01637,P00041,MC-6487-0041,ファッション,2,site_D,2025-12-09,新品,429,112,12519
R01638,P01841,MC-2929-1841,本・音楽,0,site_E,2026-01-29,ほぼ新品,20,123,759
R01639,P00027,MC-6212-0027,ホビー,0,site_E,2025-12-01,傷や汚れあり,270,80,4924
R01640,P00357,MC-6267-0357,家電,0,site_A,2025-10-29,新品,183,36,66490
R01641,P02117,MC-9452-2117,ホビー,1,site_A,2025-11-16,新品,180,109,15367
R01642,P01688,MC-1107-1688,ファッション,0,site_B,2026-02-06,ほぼ新品,195,122,2267
R01643,P01378,MC-5319-1378,ホビー,1,site_D,2025-10-26,傷や汚れあり,195,124,8634
R01644,P00008,MC-2896-0008,ホビー,0,site_D,2025-12-15,新品,241,51,24999
R01645,P00103,MC-4635-0103,ファッション,0,site_C,2025-11-06,全体的に状態が悪い,100,65,2685
