item_id,category,brand,condition,shipping,listed_at,description_len,views,price
tr_00675,ファッション,brand_11,ほぼ新品,0,2026-02-03,123.0,256,3721
tr_00676,スポーツ,brand_17,新品,1,2026-01-22,,66,14037
tr_00677,家電,brand_03,傷や汚れあり,1,2026-03-28,190.0,88,11156
tr_00678,スポーツ,brand_02,傷や汚れあり,0,2026-01-14,289.0,257,9214
tr_00679,ファッション,brand_03,傷や汚れあり,0,2026-02-15,448.0,258,7662
tr_00680,本・音楽,brand_14,新品,0,2026-03-19,101.0,86,2031
tr_00681,ファッション,brand_11,傷や汚れあり,1,2026-01-23,250.0,43,1757
tr_00682,家電,brand_17,ほぼ新品,1,2026-02-03,91.0,69,15310
tr_00683,ファッション,brand_12,ほぼ新品,0,2026-03-16,226.0,88,3603
tr_00684,家電,brand_19,全体的に状態が悪い,1,2026-04-20,536.0,122,12645
tr_00685,ファッション,brand_14,ほぼ新品,1,2026-03-21,594.0,78,5597
tr_00686,ホビー,brand_00,傷や汚れあり,0,2026-02-19,202.0,82,3521
tr_00687,ファッション,brand_00,新品,1,2026-04-20,340.0,117,10574
tr_00688,スポーツ,brand_16,新品,1,2026-01-04,26.0,93,9957
tr_00689,ファッション,brand_08,ほぼ新品,1,2026-02-27,229.0,74,8000
tr_00690,ホビー,brand_14,ほぼ新品,1,2026-01-05,158.0,230,9292
tr_00691,本・音楽,brand_08,全体的に状態が悪い,1,2026-01-02,494.0,66,1709
tr_00692,家電,brand_17,ほぼ新品,0,2026-04-03,399.0,113,10666
tr_00693,ファッション,brand_17,傷や汚れあり,1,2026-02-26,444.0,101,4987
tr_00694,ファッション,brand_07,ほぼ新品,1,2026-02-16,275.0,45,5066
tr_00695,ファッション,brand_00,新品,0,2026-03-25,276.0,48,11610
tr_00696,ファッション,brand_00,全体的に状態が悪い,1,2026-04-19,,49,4147
tr_00697,家電,brand_13,傷や汚れあり,1,2026-01-05,32.0,91,1042300
tr_00698,スポーツ,brand_10,ほぼ新品,1,2026-02-20,237.0,16,9261
tr_00699,ホビー,brand_18,傷や汚れあり,1,2026-01-24,497.0,66,3870
tr_00700,家電,brand_11,傷や汚れあり,1,2026-04-27,239.0,119,15486
tr_00701,家電,,新品,1,2026-03-26,253.0,52,27038
tr_00702,スポーツ,,ほぼ新品,1,2026-01-21,299.0,74,4487
tr_00703,家電,brand_01,傷や汚れあり,1,2026-04-21,293.0,71,35175
tr_00704,スポーツ,brand_17,傷や汚れあり,0,2026-03-23,256.0,63,3490
tr_00705,スポーツ,brand_10,ほぼ新品,0,2026-03-30,342.0,85,5799
tr_00706,本・音楽,brand_00,ほぼ新品,1,2026-01-27,460.0,162,1455
tr_00707,ファッション,brand_00,ほぼ新品,0,2026-01-06,265.0,110,8591
tr_00708,家電,brand_02,傷や汚れあり,0,2026-03-12,244.0,91,19587
tr_00709,ファッション,brand_00,ほぼ新品,1,2026-01-11,45.0,120,3650
tr_00710,ファッション,brand_02,ほぼ新品,1,2026-03-06,361.0,275,9476
tr_00711,スポーツ,brand_02,ほぼ新品,0,2026-03-21,515.0,49,1343200
tr_00712,ホビー,brand_18,新品,1,2026-02-20,166.0,183,8523
tr_00713,ファッション,,傷や汚れあり,0,2026-01-07,405.0,139,2505
tr_00714,ファッション,brand_13,傷や汚れあり,0,2026-04-14,309.0,41,4580
tr_00715,ファッション,brand_14,傷や汚れあり,0,2026-03-30,123.0,178,2318
tr_00716,ファッション,brand_02,ほぼ新品,0,2026-04-19,366.0,51,8485
tr_00717,本・音楽,,新品,0,2026-01-19,107.0,197,948
tr_00718,ファッション,brand_11,新品,1,2026-04-30,310.0,95,11558
tr_00719,ホビー,brand_07,全体的に状態が悪い,1,2026-02-16,,216,6475
tr_00720,本・音楽,,ほぼ新品,1,2026-04-22,434.0,44,2417
tr_00721,ホビー,brand_01,傷や汚れあり,0,2026-03-29,105.0,105,5775
tr_00722,ファッション,brand_01,ほぼ新品,0,2026-02-07,58.0,225,11545
tr_00723,本・音楽,brand_12,全体的に状態が悪い,1,2026-04-25,553.0,145,833
tr_00724,ファッション,,ほぼ新品,1,2026-04-23,298.0,74,6388
tr_00725,ファッション,brand_02,傷や汚れあり,0,2026-04-30,303.0,41,2664
tr_00726,家電,brand_17,傷や汚れあり,1,2026-02-16,556.0,91,16010
tr_00727,家電,brand_03,ほぼ新品,0,2026-04-09,584.0,69,20461
tr_00728,スポーツ,brand_03,傷や汚れあり,0,2026-02-27,312.0,214,4775
tr_00729,ホビー,brand_12,新品,0,2026-04-22,243.0,71,12985
tr_00730,家電,brand_15,ほぼ新品,1,2026-04-02,550.0,27,19992
tr_00731,ホビー,brand_12,新品,1,2026-04-24,519.0,185,7941
tr_00732,家電,brand_08,傷や汚れあり,1,2026-02-13,,31,16094
tr_00733,家電,brand_05,傷や汚れあり,1,2026-01-30,396.0,135,14582
tr_00734,家電,brand_14,ほぼ新品,0,2026-01-30,525.0,7,41375
tr_00735,スポーツ,brand_18,ほぼ新品,1,2026-03-15,,138,16237
tr_00736,家電,brand_19,傷や汚れあり,0,2026-03-20,340.0,68,16444
tr_00737,家電,brand_06,新品,1,2026-03-24,292.0,92,59015
tr_00738,家電,brand_16,ほぼ新品,1,2026-01-15,319.0,41,40634
tr_00739,家電,brand_19,ほぼ新品,1,2026-01-02,542.0,46,27182
tr_00740,家電,brand_15,傷や汚れあり,1,2026-02-23,297.0,101,8728
tr_00741,家電,brand_00,全体的に状態が悪い,1,2026-02-09,91.0,77,13972
tr_00742,ホビー,brand_05,ほぼ新品,0,2026-01-03,579.0,178,9839
tr_00743,ホビー,brand_15,新品,1,2026-03-27,597.0,79,13227
tr_00744,ファッション,brand_07,ほぼ新品,1,2026-04-23,415.0,149,4625
tr_00745,ホビー,,ほぼ新品,0,2026-01-24,86.0,106,5214
tr_00746,ホビー,brand_19,ほぼ新品,1,2026-04-06,261.0,68,4185
tr_00747,本・音楽,,傷や汚れあり,0,2026-02-16,108.0,101,1398
tr_00748,スポーツ,brand_08,ほぼ新品,0,2026-03-31,370.0,156,16865
tr_00749,ホビー,brand_05,ほぼ新品,1,2026-02-22,456.0,73,13800
tr_00750,ホビー,brand_05,傷や汚れあり,1,2026-03-16,377.0,60,12382
tr_00751,スポーツ,brand_17,新品,0,2026-03-09,237.0,-1,9494
tr_00752,スポーツ,brand_04,全体的に状態が悪い,1,2026-03-25,398.0,316,4241
tr_00753,家電,brand_09,新品,0,2026-04-15,135.0,40,28785
tr_00754,家電,brand_06,ほぼ新品,1,2026-01-07,48.0,48,18262
tr_00755,ホビー,brand_13,ほぼ新品,1,2026-03-14,319.0,84,5326
tr_00756,ファッション,brand_01,傷や汚れあり,1,2026-04-01,104.0,75,5372
tr_00757,ファッション,brand_19,ほぼ新品,1,2026-03-18,506.0,125,8123
tr_00758,家電,brand_12,ほぼ新品,0,2026-01-03,537.0,31,48401
tr_00759,ファッション,brand_04,傷や汚れあり,1,2026-04-12,305.0,179,3317
tr_00760,家電,brand_07,全体的に状態が悪い,0,2026-04-15,321.0,157,15770
tr_00761,スポーツ,brand_09,ほぼ新品,0,2026-03-21,296.0,93,4672
tr_00762,ファッション,brand_02,ほぼ新品,0,2026-02-15,474.0,36,7905
tr_00763,ファッション,brand_05,新品,0,2026-04-09,343.0,100,6921
tr_00764,ホビー,brand_13,傷や汚れあり,0,2026-03-25,211.0,37,7903
tr_00765,家電,brand_17,傷や汚れあり,1,2026-01-20,428.0,54,10052
tr_00766,家電,brand_11,傷や汚れあり,1,2026-04-19,437.0,91,21428
tr_00767,本・音楽,brand_08,傷や汚れあり,1,2026-03-24,517.0,124,2319
tr_00768,家電,brand_06,ほぼ新品,1,2026-04-13,263.0,59,31804
tr_00769,ファッション,brand_03,傷や汚れあり,0,2026-03-16,144.0,52,3500
tr_00770,ファッション,brand_16,傷や汚れあり,1,2026-01-12,35.0,112,4530
tr_00771,ホビー,brand_18,新品,0,2026-01-30,357.0,82,15120
tr_00772,ファッション,brand_12,新品,0,2026-04-18,524.0,86,8089
tr_00773,ホビー,brand_14,新品,1,2026-04-23,424.0,76,7143
tr_00774,本・音楽,,傷や汚れあり,1,2026-02-03,250.0,84,1335
tr_00775,スポーツ,brand_19,ほぼ新品,0,2026-01-17,28.0,87,14074
tr_00776,家電,brand_16,ほぼ新品,1,2026-03-25,565.0,58,42153
tr_00777,ホビー,brand_17,傷や汚れあり,1,2026-01-07,503.0,83,9151
tr_00778,家電,,傷や汚れあり,1,2026-01-11,492.0,26,33281
tr_00779,スポーツ,brand_00,傷や汚れあり,0,2026-02-07,493.0,15,7903
tr_00780,ホビー,brand_09,全体的に状態が悪い,1,2026-02-20,183.0,65,7192
tr_00781,ファッション,brand_16,ほぼ新品,0,2026-02-11,108.0,135,2813
tr_00782,スポーツ,brand_16,傷や汚れあり,1,2026-01-29,182.0,69,4794
tr_00783,本・音楽,brand_05,全体的に状態が悪い,0,2026-01-11,453.0,61,1230
tr_00784,ファッション,brand_17,ほぼ新品,0,2026-01-07,388.0,166,2519
tr_00785,ファッション,brand_12,ほぼ新品,0,2026-03-12,508.0,147,4418
tr_00786,家電,brand_06,ほぼ新品,1,2026-04-12,330.0,20,21017
tr_00787,スポーツ,brand_19,ほぼ新品,1,2026-04-03,103.0,15,16896
tr_00788,本・音楽,,全体的に状態が悪い,0,2026-02-12,94.0,153,1549
tr_00789,スポーツ,brand_04,ほぼ新品,1,2026-02-25,107.0,68,6438
tr_00790,家電,brand_03,ほぼ新品,0,2026-03-13,298.0,9,50788
tr_00791,ホビー,brand_19,傷や汚れあり,0,2026-03-11,264.0,41,7286
tr_00792,ファッション,brand_18,傷や汚れあり,1,2026-03-14,404.0,83,5102
tr_00793,ファッション,brand_10,傷や汚れあり,1,2026-02-11,476.0,71,5520
tr_00794,家電,brand_12,ほぼ新品,1,2026-04-06,593.0,34,25100
tr_00795,ファッション,brand_10,全体的に状態が悪い,1,2026-03-23,512.0,158,6021
tr_00796,ホビー,brand_11,ほぼ新品,1,2026-04-01,178.0,34,10209
tr_00797,ファッション,brand_06,ほぼ新品,1,2026-04-05,157.0,226,2823
tr_00798,本・音楽,brand_16,ほぼ新品,0,2026-04-21,521.0,55,2327
tr_00799,スポーツ,brand_15,ほぼ新品,0,2026-02-28,315.0,33,34971
tr_00800,ホビー,brand_11,傷や汚れあり,1,2026-01-23,397.0,115,5353
tr_00801,家電,brand_02,傷や汚れあり,0,2026-01-01,43.0,151,13215
tr_00802,本・音楽,,傷や汚れあり,1,2026-01-16,443.0,68,1177
tr_00803,家電,brand_19,ほぼ新品,1,2026-01-25,325.0,96,12920
tr_00804,本・音楽,,全体的に状態が悪い,1,2026-02-06,61.0,83,1213
tr_00805,ホビー,brand_01,全体的に状態が悪い,1,2026-03-01,217.0,98,3196
tr_00806,スポーツ,brand_08,全体的に状態が悪い,0,2026-01-31,506.0,81,5354
tr_00807,ファッション,brand_09,ほぼ新品,0,2026-04-08,208.0,41,8428
tr_00808,家電,brand_00,傷や汚れあり,1,2026-02-24,167.0,132,12482
tr_00809,ファッション,brand_14,傷や汚れあり,1,2026-01-10,24.0,110,5427
tr_00810,本・音楽,,ほぼ新品,1,2026-01-29,322.0,251,2353
tr_00811,スポーツ,brand_06,ほぼ新品,1,2026-01-11,447.0,119,11664
tr_00812,スポーツ,brand_19,傷や汚れあり,1,2026-03-01,581.0,79,6094
tr_00813,本・音楽,brand_02,新品,0,2026-04-19,348.0,385,2307
tr_00814,家電,brand_06,新品,0,2026-01-27,459.0,8,22856
tr_00815,家電,brand_18,ほぼ新品,1,2026-04-21,78.0,26,15435
tr_00816,ファッション,,傷や汚れあり,0,2026-03-06,374.0,94,5469
tr_00817,ホビー,brand_10,傷や汚れあり,0,2026-02-17,525.0,22,2511
tr_00818,本・音楽,brand_15,傷や汚れあり,0,2026-02-15,181.0,97,845
tr_00819,スポーツ,brand_08,ほぼ新品,0,2026-03-25,434.0,157,19645
tr_00820,ファッション,brand_05,ほぼ新品,0,2026-02-24,557.0,225,0
tr_00821,ファッション,brand_05,ほぼ新品,1,2026-01-13,586.0,103,2319
tr_00822,家電,brand_01,傷や汚れあり,1,2026-03-25,404.0,81,30216
tr_00823,家電,brand_08,ほぼ新品,1,2026-03-29,324.0,77,14188
tr_00824,本・音楽,brand_15,新品,1,2026-04-20,150.0,62,2111
tr_00825,スポーツ,brand_01,ほぼ新品,0,2026-03-22,127.0,51,8884
tr_00826,スポーツ,brand_02,ほぼ新品,0,2026-03-21,515.0,49,1343200
tr_00827,スポーツ,brand_19,ほぼ新品,1,2026-04-23,238.0,63,9689
tr_00828,ホビー,brand_03,全体的に状態が悪い,1,2026-01-01,438.0,83,6123
tr_00829,ファッション,brand_00,傷や汚れあり,1,2026-01-17,45.0,166,3682
tr_00830,家電,brand_09,傷や汚れあり,1,2026-04-04,308.0,52,21666
tr_00831,ファッション,brand_18,ほぼ新品,1,2026-04-24,233.0,65,6537
tr_00832,ホビー,brand_17,傷や汚れあり,0,2026-03-10,84.0,46,4043
tr_00833,スポーツ,brand_12,新品,0,2026-02-24,48.0,144,16181
tr_00834,本・音楽,brand_06,傷や汚れあり,0,2026-01-01,211.0,124,2631
tr_00835,ファッション,brand_03,傷や汚れあり,1,2026-03-17,289.0,27,4182
tr_00836,本・音楽,,傷や汚れあり,1,2026-01-15,404.0,106,1113
tr_00837,ファッション,brand_06,ほぼ新品,0,2026-01-14,470.0,138,5703
tr_00838,本・音楽,brand_19,傷や汚れあり,1,2026-01-10,478.0,100,2733
tr_00839,ファッション,brand_12,ほぼ新品,1,2026-02-02,36.0,101,6311
tr_00840,家電,brand_17,傷や汚れあり,1,2026-03-29,512.0,52,68823
tr_00841,ファッション,brand_07,傷や汚れあり,1,2026-03-12,,173,6118
tr_00842,ファッション,brand_01,ほぼ新品,0,2026-01-04,150.0,151,8439
tr_00843,ファッション,brand_05,全体的に状態が悪い,1,2026-03-07,305.0,203,3651
tr_00844,家電,brand_06,ほぼ新品,0,2026-01-31,67.0,50,18287
tr_00845,スポーツ,brand_15,傷や汚れあり,1,2026-04-07,176.0,78,8149
tr_00846,ファッション,brand_19,ほぼ新品,1,2026-03-06,50.0,8,2648
tr_00847,本・音楽,brand_18,傷や汚れあり,0,2026-01-02,443.0,66,1971
tr_00848,本・音楽,brand_19,ほぼ新品,1,2026-03-21,217.0,59,2664
tr_00849,スポーツ,brand_01,傷や汚れあり,1,2026-03-25,343.0,74,8918
tr_00850,ファッション,brand_14,傷や汚れあり,0,2026-01-16,320.0,130,3716
tr_00851,ファッション,brand_16,傷や汚れあり,0,2026-02-18,,58,10658
tr_00852,スポーツ,brand_02,傷や汚れあり,0,2026-03-01,42.0,28,7462
tr_00853,ファッション,brand_10,傷や汚れあり,0,2026-03-05,433.0,31,2478
tr_00854,本・音楽,,全体的に状態が悪い,1,2026-02-17,530.0,59,1144
tr_00855,ファッション,brand_12,新品,1,2026-03-18,274.0,210,10487
tr_00856,ファッション,,ほぼ新品,1,2026-01-20,293.0,140,3653
tr_00857,家電,,全体的に状態が悪い,1,2026-04-08,,49,7452
tr_00858,家電,brand_00,新品,1,2026-03-16,551.0,22,22142
tr_00859,家電,brand_08,新品,0,2026-01-15,384.0,60,32249
tr_00860,ホビー,brand_08,傷や汚れあり,0,2026-03-20,170.0,85,4808
tr_00861,家電,brand_18,傷や汚れあり,1,2026-02-11,384.0,10,22073
tr_00862,ホビー,brand_08,新品,1,2026-01-20,105.0,129,13525
tr_00863,スポーツ,brand_09,全体的に状態が悪い,1,2026-04-10,252.0,160,7849
tr_00864,家電,brand_06,新品,1,2026-04-02,483.0,102,41267
tr_00865,ファッション,,ほぼ新品,1,2026-01-07,503.0,44,8488
tr_00866,ホビー,brand_07,全体的に状態が悪い,1,2026-02-17,150.0,36,4720
tr_00867,本・音楽,brand_03,新品,1,2026-01-09,177.0,65,3098
tr_00868,スポーツ,brand_03,全体的に状態が悪い,0,2026-04-14,491.0,201,7323
tr_00869,ホビー,brand_11,傷や汚れあり,0,2026-01-03,45.0,117,5808
tr_00870,ファッション,brand_16,傷や汚れあり,1,2026-04-16,82.0,53,1857
tr_00871,スポーツ,brand_09,傷や汚れあり,1,2026-04-04,,246,5411
tr_00872,ファッション,brand_15,全体的に状態が悪い,0,2026-04-30,533.0,217,3081
tr_00873,家電,brand_04,全体的に状態が悪い,1,2026-04-10,399.0,12,5571
tr_00874,ホビー,brand_17,ほぼ新品,1,2026-03-23,313.0,197,5587
tr_00875,本・音楽,,新品,0,2026-02-27,352.0,46,2007
tr_00876,スポーツ,brand_02,全体的に状態が悪い,1,2026-04-05,394.0,41,11652
tr_00877,ファッション,brand_15,傷や汚れあり,1,2026-01-05,,235,6679
tr_00878,スポーツ,brand_04,全体的に状態が悪い,0,2026-01-30,111.0,150,2338
tr_00879,ホビー,brand_18,新品,0,2026-04-26,172.0,140,5098
tr_00880,ファッション,brand_14,ほぼ新品,1,2026-03-24,504.0,121,5289
tr_00881,ホビー,brand_13,ほぼ新品,0,2026-03-03,148.0,49,10282
tr_00882,ファッション,brand_07,ほぼ新品,1,2026-03-21,302.0,39,4075
tr_00883,ファッション,brand_07,新品,0,2026-04-15,188.0,160,6704
tr_00884,ホビー,brand_08,ほぼ新品,0,2026-04-18,457.0,44,5416
tr_00885,ホビー,brand_19,傷や汚れあり,1,2026-03-04,588.0,7,11381
tr_00886,ホビー,brand_12,傷や汚れあり,1,2026-03-16,,80,3335
tr_00887,ファッション,brand_08,ほぼ新品,0,2026-01-02,,64,5494
tr_00888,本・音楽,brand_00,傷や汚れあり,1,2026-02-06,176.0,185,1425
tr_00889,スポーツ,brand_06,ほぼ新品,1,2026-01-31,449.0,70,23677
tr_00890,スポーツ,brand_06,ほぼ新品,0,2026-03-02,112.0,164,9591
tr_00891,スポーツ,brand_14,傷や汚れあり,1,2026-03-09,464.0,29,10861
tr_00892,家電,brand_10,ほぼ新品,0,2026-01-02,420.0,80,17209
tr_00893,家電,brand_00,ほぼ新品,1,2026-02-11,527.0,96,24528
tr_00894,スポーツ,brand_04,ほぼ新品,0,2026-03-29,340.0,109,8423
tr_00895,ファッション,,傷や汚れあり,1,2026-03-03,194.0,52,1761
tr_00896,本・音楽,,ほぼ新品,1,2026-03-23,277.0,137,2482
tr_00897,ホビー,brand_07,傷や汚れあり,1,2026-01-08,139.0,45,5007
tr_00898,本・音楽,brand_11,ほぼ新品,1,2026-01-06,460.0,5,1793
tr_00899,家電,,傷や汚れあり,1,2026-02-06,519.0,9,16824
tr_00900,家電,brand_02,ほぼ新品,0,2026-01-12,403.0,100,20651
tr_00901,ホビー,brand_09,傷や汚れあり,1,2026-04-27,67.0,23,9243
tr_00902,ホビー,brand_03,ほぼ新品,0,2026-04-04,103.0,-1,7250
tr_00903,ホビー,brand_17,傷や汚れあり,1,2026-03-27,570.0,130,6973
tr_00904,スポーツ,brand_07,ほぼ新品,0,2026-04-06,371.0,179,7487
tr_00905,家電,brand_03,ほぼ新品,1,2026-01-17,173.0,158,38987
tr_00906,家電,brand_09,ほぼ新品,0,2026-03-13,263.0,41,10168
tr_00907,ホビー,brand_16,傷や汚れあり,1,2026-01-03,186.0,91,7213
tr_00908,ファッション,brand_01,新品,0,2026-02-08,356.0,127,4823
tr_00909,ファッション,brand_11,傷や汚れあり,0,2026-03-26,240.0,12,2959
tr_00910,ホビー,brand_09,ほぼ新品,1,2026-01-13,588.0,138,6576
tr_00911,家電,brand_01,全体的に状態が悪い,1,2026-03-13,153.0,264,14566
tr_00912,ファッション,brand_06,新品,1,2026-04-04,290.0,88,2539
tr_00913,本・音楽,brand_07,傷や汚れあり,0,2026-03-25,468.0,161,1463
tr_00914,ホビー,brand_06,傷や汚れあり,1,2026-03-07,584.0,80,6238
tr_00915,ファッション,brand_19,傷や汚れあり,0,2026-03-15,428.0,35,4059
tr_00916,スポーツ,brand_17,ほぼ新品,0,2026-04-07,558.0,37,7239
tr_00917,ファッション,brand_05,全体的に状態が悪い,0,2026-04-30,284.0,85,2414
tr_00918,ファッション,brand_04,ほぼ新品,1,2026-04-30,195.0,163,9989
tr_00919,スポーツ,brand_07,傷や汚れあり,1,2026-01-31,116.0,60,6599
tr_00920,家電,brand_06,傷や汚れあり,1,2026-03-12,336.0,124,24664
tr_00921,本・音楽,brand_18,傷や汚れあり,0,2026-03-15,381.0,90,2252
tr_00922,家電,brand_03,新品,0,2026-02-03,298.0,24,26688
tr_00923,スポーツ,brand_10,ほぼ新品,1,2026-02-21,48.0,95,10356
tr_00924,ファッション,brand_13,全体的に状態が悪い,0,2026-02-11,343.0,141,4075
tr_00925,本・音楽,brand_03,ほぼ新品,1,2026-04-09,29.0,25,3257
tr_00926,家電,brand_19,ほぼ新品,0,2026-03-25,311.0,60,27621
tr_00927,本・音楽,,新品,0,2026-04-15,508.0,94,1132
tr_00928,スポーツ,brand_17,傷や汚れあり,0,2026-01-15,528.0,105,6429
tr_00929,スポーツ,brand_09,ほぼ新品,1,2026-02-13,265.0,-1,17176
tr_00930,ファッション,brand_08,ほぼ新品,1,2026-01-19,358.0,146,6697
tr_00931,本・音楽,brand_11,全体的に状態が悪い,1,2026-03-28,560.0,186,2035
tr_00932,ファッション,brand_05,ほぼ新品,0,2026-01-03,94.0,32,4289
tr_00933,ファッション,brand_14,全体的に状態が悪い,1,2026-02-01,314.0,31,4052
tr_00934,家電,brand_16,傷や汚れあり,0,2026-04-25,194.0,41,20689
tr_00935,ファッション,brand_04,新品,1,2026-03-03,183.0,18,6242
tr_00936,ファッション,brand_06,ほぼ新品,1,2026-04-25,567.0,93,7357
tr_00937,スポーツ,brand_06,ほぼ新品,1,2026-03-16,342.0,107,9138
tr_00938,ホビー,brand_07,傷や汚れあり,0,2026-02-17,279.0,54,4452
tr_00939,本・音楽,brand_18,ほぼ新品,1,2026-04-19,557.0,63,2167
tr_00940,本・音楽,,傷や汚れあり,1,2026-02-17,462.0,199,1351
tr_00941,ファッション,brand_11,ほぼ新品,1,2026-01-08,234.0,112,5988
tr_00942,家電,brand_11,全体的に状態が悪い,1,2026-04-09,589.0,109,14192
tr_00943,本・音楽,,傷や汚れあり,1,2026-01-19,29.0,86,729
tr_00944,家電,brand_05,新品,0,2026-01-14,282.0,106,22226
tr_00945,ファッション,brand_09,ほぼ新品,0,2026-02-19,79.0,352,3165
tr_00946,本・音楽,brand_16,ほぼ新品,1,2026-01-10,69.0,63,1307
tr_00947,ホビー,brand_03,ほぼ新品,0,2026-01-15,499.0,198,9808
tr_00948,ファッション,brand_05,全体的に状態が悪い,1,2026-03-26,23.0,41,1693
tr_00949,ファッション,brand_13,傷や汚れあり,0,2026-02-22,271.0,18,4821
tr_00950,本・音楽,brand_00,傷や汚れあり,0,2026-04-25,351.0,46,1153
tr_00951,スポーツ,brand_00,傷や汚れあり,0,2026-04-07,28.0,314,11265
tr_00952,ファッション,brand_08,ほぼ新品,0,2026-01-11,126.0,80,6160
tr_00953,家電,brand_01,新品,1,2026-03-17,101.0,106,30888
tr_00954,家電,brand_14,ほぼ新品,1,2026-04-01,122.0,97,9928
tr_00955,ファッション,brand_16,新品,1,2026-01-11,465.0,32,8878
tr_00956,ファッション,brand_19,ほぼ新品,1,2026-02-09,,145,4795
tr_00957,スポーツ,brand_00,ほぼ新品,0,2026-04-11,155.0,37,15076
tr_00958,スポーツ,brand_18,ほぼ新品,1,2026-02-13,399.0,39,7834
tr_00959,ファッション,brand_16,新品,1,2026-02-07,199.0,109,9190
tr_00960,ファッション,brand_11,ほぼ新品,1,2026-04-27,463.0,106,9602
tr_00961,スポーツ,brand_05,全体的に状態が悪い,0,2026-02-06,370.0,212,2932
tr_00962,家電,brand_19,新品,1,2026-03-07,165.0,98,21782
tr_00963,スポーツ,brand_01,全体的に状態が悪い,1,2026-02-01,348.0,79,6667
tr_00964,家電,,傷や汚れあり,0,2026-02-01,247.0,40,21326
tr_00965,家電,brand_08,ほぼ新品,0,2026-04-15,547.0,49,31802
tr_00966,ホビー,brand_09,新品,1,2026-01-05,498.0,30,10530
tr_00967,本・音楽,,ほぼ新品,1,2026-03-22,261.0,30,1787
tr_00968,本・音楽,brand_00,全体的に状態が悪い,0,2026-01-30,539.0,190,1028
tr_00969,本・音楽,,ほぼ新品,1,2026-04-26,428.0,51,1664
tr_00970,ファッション,brand_06,全体的に状態が悪い,0,2026-01-27,,155,3763
tr_00971,ホビー,brand_02,傷や汚れあり,0,2026-01-15,22.0,62,6197
tr_00972,本・音楽,brand_18,ほぼ新品,1,2026-03-12,529.0,119,2875
tr_00973,ファッション,brand_11,新品,0,2026-03-25,468.0,-1,10537
tr_00974,本・音楽,,ほぼ新品,0,2026-03-02,124.0,100,1744
tr_00975,スポーツ,brand_09,傷や汚れあり,1,2026-04-06,241.0,163,6343
tr_00976,家電,brand_11,全体的に状態が悪い,1,2026-03-28,67.0,92,10844
tr_00977,本・音楽,brand_13,傷や汚れあり,1,2026-04-03,193.0,150,881
tr_00978,家電,brand_09,傷や汚れあり,1,2026-04-12,515.0,16,14427
tr_00979,本・音楽,brand_02,傷や汚れあり,1,2026-03-22,218.0,65,1131
tr_00980,家電,brand_19,傷や汚れあり,0,2026-04-24,466.0,31,19578
tr_00981,家電,brand_08,ほぼ新品,1,2026-02-28,562.0,41,35952
tr_00982,ファッション,brand_16,傷や汚れあり,1,2026-01-18,250.0,58,5079
tr_00983,本・音楽,,傷や汚れあり,1,2026-02-14,539.0,176,1968
tr_00984,ファッション,brand_14,傷や汚れあり,1,2026-03-02,409.0,63,7465
tr_00985,家電,brand_14,ほぼ新品,1,2026-04-30,511.0,54,66271
tr_00986,ファッション,brand_10,ほぼ新品,0,2026-03-26,513.0,76,6283
tr_00987,ホビー,brand_09,傷や汚れあり,0,2026-01-02,219.0,54,7855
tr_00988,ファッション,,ほぼ新品,1,2026-04-26,263.0,136,5547
tr_00989,家電,,全体的に状態が悪い,0,2026-04-17,59.0,11,7809
tr_00990,ホビー,,全体的に状態が悪い,0,2026-03-21,521.0,148,3123
tr_00991,家電,brand_11,ほぼ新品,1,2026-02-11,156.0,73,25672
tr_00992,本・音楽,brand_14,新品,0,2026-01-28,308.0,109,1559
tr_00993,ファッション,,ほぼ新品,1,2026-01-23,356.0,156,6169
tr_00994,ホビー,brand_17,ほぼ新品,1,2026-03-12,423.0,111,9966
tr_00995,ホビー,brand_19,ほぼ新品,0,2026-04-26,313.0,167,11979
tr_00996,スポーツ,brand_19,全体的に状態が悪い,0,2026-02-26,97.0,146,5506
tr_00997,家電,brand_04,傷や汚れあり,1,2026-04-26,124.0,37,16963
tr_00998,スポーツ,brand_09,傷や汚れあり,1,2026-02-06,373.0,63,7772
tr_00999,ファッション,brand_12,ほぼ新品,1,2026-01-14,148.0,124,6090
tr_01000,ホビー,brand_19,新品,1,2026-01-30,475.0,38,15956
tr_01001,家電,brand_18,傷や汚れあり,1,2026-04-03,390.0,61,23618
tr_01002,ファッション,brand_16,全体的に状態が悪い,1,2026-04-08,149.0,62,2184
tr_01003,本・音楽,brand_06,新品,1,2026-01-11,240.0,257,3479
tr_01004,家電,brand_19,ほぼ新品,0,2026-02-07,308.0,182,15967
tr_01005,スポーツ,brand_01,全体的に状態が悪い,0,2026-01-11,141.0,62,2738
tr_01006,ホビー,brand_18,傷や汚れあり,1,2026-03-06,250.0,89,10623
tr_01007,スポーツ,brand_01,全体的に状態が悪い,1,2026-04-01,243.0,21,3134
tr_01008,スポーツ,brand_06,傷や汚れあり,1,2026-02-05,,42,4537
tr_01009,本・音楽,,傷や汚れあり,0,2026-02-10,23.0,121,708
tr_01010,家電,brand_07,傷や汚れあり,1,2026-02-16,546.0,95,19653
tr_01011,家電,brand_09,傷や汚れあり,1,2026-04-06,154.0,42,11439
tr_01012,ホビー,brand_16,傷や汚れあり,1,2026-02-27,192.0,128,3726
